SMILES,nHBDon,ALogP,nRotB,nAtomLC,XLogP,MLogP,nB,LipinskiFailures,AMR,nAtom,nAtomP,ALogp2,naAromAtom,nAromBond,nAtomLAC
InChI%3D1S%2FC6H4Br2%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4H,0.0,2.30879998207092,0.0,0.0,2.32200002670288,1.89999997615814,8.0,0.0,46.0242004394531,12.0,6.0,5.33055734634399,6.0,6.0,0.0
InChI%3D1S%2FCHI3%2Fc2-1%283%294%2Fh1H,0.0,0.718400001525879,0.0,3.0,3.68799996376038,1.24000000953674,3.0,0.0,45.6068992614746,5.0,0.0,0.51609855890274,0.0,0.0,0.0
InChI%3D1S%2FC2H3Cl2NO%2Fc3-1%284%292%285%296%2Fh1H%2C%28H2%2C5%2C6%29,2.0,1.12339997291565,1.0,6.0,0.976999998092651,1.24000000953674,5.0,0.0,23.8766002655029,9.0,3.0,1.26202750205994,0.0,0.0,2.0
InChI%3D1S%2FC6H13NO%2Fc1-5-3-7-4-6%282%298-5%2Fh5-7H%2C3-4H2%2C1-2H3,1.0,-0.549499988555908,0.0,0.0,0.34400001168251,1.89999997615814,8.0,0.0,32.9366989135742,21.0,0.0,0.301950246095657,0.0,0.0,0.0
InChI%3D1S%2FC8H19N%2Fc1-7%282%2C3%296-8%284%2C5%299%2Fh6%2C9H2%2C1-5H3,1.0,1.72160005569458,2.0,9.0,2.77500009536743,2.23000001907349,8.0,0.0,41.8714981079102,28.0,0.0,2.96390652656555,0.0,0.0,5.0
InChI%3D1S%2FC8H8O3%2Fc1-11-8-4-6%285-9%292-3-7%288%2910%2Fh2-5%2C10H%2C1H3,1.0,-0.0463000014424324,2.0,2.0,0.58899998664856,2.00999999046326,11.0,0.0,44.2785987854004,19.0,10.0,0.00214368989691138,6.0,6.0,0.0
InChI%3D1S%2FC8H8ClNO%2Fc1-6-7%289%293-2-4-8%286%2910-5-11%2Fh2-5H%2C1H3%2C%28H%2C10%2C11%29,1.0,1.62119996547699,1.0,3.0,1.21899998188019,2.00999999046326,11.0,0.0,49.1105003356934,19.0,9.0,2.62828946113586,6.0,6.0,0.0
InChI%3D1S%2FC9H12%2Fc1-7-4-5-8%282%299%283%296-7%2Fh4-6H%2C1-3H3,0.0,2.74259996414185,0.0,0.0,3.25799989700317,2.45000004768372,9.0,0.0,43.8017997741699,21.0,6.0,7.52185487747192,6.0,6.0,0.0
InChI%3D1S%2FC7H12O2%2Fc1-4-7%288%299-5-6%282%293%2Fh4%2C6H%2C1%2C5H2%2C2-3H3,0.0,1.09420001506805,4.0,9.0,1.61099994182587,2.00999999046326,8.0,0.0,35.3437995910645,21.0,5.0,1.1972736120224,0.0,0.0,3.0
InChI%3D1S%2FC8H16O2%2Fc1-3-4-5-6-7-10-8%282%299%2Fh3-7H2%2C1-2H3,0.0,-1.17030000686646,6.0,10.0,2.72900009155273,2.11999988555908,9.0,0.0,33.9734001159668,26.0,3.0,1.36960208415985,0.0,0.0,6.0
InChI%3D1S%2FC6H4N2O4%2Fc9-7%2810%295-1-2-6%284-3-5%298%2811%2912%2Fh1-4H,0.0,-0.0931999981403351,2.0,3.0,2.5699999332428,1.46000003814697,12.0,0.0,5.77159976959229,16.0,12.0,0.00868623983114958,6.0,6.0,0.0
InChI%3D1S%2FC3H6Br2%2Fc4-2-1-3-5%2Fh1-3H2,0.0,1.51279997825623,2.0,5.0,2.7739999294281,1.57000005245209,4.0,0.0,29.534200668335,11.0,0.0,2.28856372833252,0.0,0.0,3.0
InChI%3D1S%2FC7H7NO%2Fc1-6%289%297-2-4-8-5-3-7%2Fh2-5H%2C1H3,0.0,-0.73089998960495,1.0,3.0,-0.24600000679493,2.00999999046326,9.0,0.0,36.9365997314453,16.0,8.0,0.534214794635773,6.0,6.0,2.0
InChI%3D1S%2FC4H4O%2Fc1-2-4-5-3-1%2Fh1-4H,0.0,-0.483700007200241,0.0,0.0,0.757000029087067,1.78999996185303,5.0,0.0,18.8031997680664,11.0,3.0,0.233965694904327,0.0,0.0,0.0
InChI%3D1S%2FC16H22O4%2Fc1-3-5-11-19-15%2817%2913-7-9-14%2810-8-13%2916%2818%2920-12-6-4-2%2Fh7-10H%2C3-6%2C11-12H2%2C1-2H3,0.0,-0.196199998259544,10.0,7.0,3.22399997711182,2.77999997138977,20.0,0.0,73.9672012329102,42.0,12.0,0.0384944416582584,6.0,6.0,4.0
InChI%3D1S%2FC9H7NO2%2Fc1-12-9%2811%298-4-2-7%286-10%293-5-8%2Fh2-5H%2C1H3,0.0,1.05809998512268,2.0,4.0,0.310999989509583,2.11999988555908,12.0,0.0,46.7025985717773,19.0,11.0,1.11957561969757,6.0,6.0,0.0
InChI%3D1S%2FC9H15NO6%2Fc1-4-14-7%2811%2910%288%2812%2915-5-2%299%2813%2916-6-3%2Fh4-6H2%2C1-3H3,0.0,1.8286999464035,9.0,16.0,1.37399995326996,1.67999994754791,15.0,0.0,51.3498992919922,31.0,10.0,3.3441436290741,0.0,0.0,2.0
InChI%3D1S%2FC7H5F4N%2Fc8-4-1-2-6%2812%295%283-4%297%289%2C10%2911%2Fh1-3H%2C12H2,1.0,1.01900005340576,1.0,3.0,1.32000005245209,1.67999994754791,12.0,0.0,39.847900390625,17.0,7.0,1.03836095333099,6.0,6.0,0.0
InChI%3D1S%2FC7H5Cl2NO%2Fc8-4-1-2-5%287%2810%2911%296%289%293-4%2Fh1-3H%2C%28H2%2C10%2C11%29,2.0,1.86360001564026,1.0,3.0,1.90900003910065,1.78999996185303,11.0,0.0,47.6445007324219,16.0,9.0,3.47300505638123,6.0,6.0,0.0
InChI%3D1S%2FC3H9N%2Fc1-2-3-4%2Fh2-4H2%2C1H3,1.0,-0.975000023841858,1.0,4.0,0.215000003576279,1.67999994754791,3.0,0.0,17.7446002960205,13.0,0.0,0.950625002384186,0.0,0.0,3.0
InChI%3D1S%2FC7H7ClO%2Fc1-5-4-6%289%292-3-7%285%298%2Fh2-4%2C9H%2C1H3,1.0,1.6554000377655,0.0,0.0,1.49300003051758,2.00999999046326,9.0,0.0,41.5595016479492,16.0,7.0,2.74034905433655,6.0,6.0,0.0
InChI%3D1S%2FC6H6N2O3%2Fc7-4-1-2-6%289%295%283-4%298%2810%2911%2Fh1-3%2C9H%2C7H2,2.0,-1.25680005550385,1.0,2.0,1.54799997806549,1.57000005245209,11.0,0.0,9.67249965667725,17.0,11.0,1.57954621315002,6.0,6.0,0.0
InChI%3D1S%2FC2H7NO%2Fc3-1-2-4%2Fh4H%2C1-3H2,2.0,-1.18700003623962,1.0,4.0,-1.27499997615814,1.46000003814697,3.0,0.0,16.2110996246338,11.0,0.0,1.40896904468536,0.0,0.0,2.0
InChI%3D1S%2FC11H16O%2Fc1-11%282%2C12%299-8-10-6-4-3-5-7-10%2Fh3-7%2C12H%2C8-9H2%2C1-2H3,1.0,1.65960001945496,3.0,6.0,2.61899995803833,2.55999994277954,12.0,0.0,55.3855018615723,28.0,6.0,2.75427222251892,6.0,6.0,4.0
InChI%3D1S%2FC12H20O4%2Fc1-3-5-9-15-11%2813%297-8-12%2814%2916-10-6-4-2%2Fh7-8H%2C3-6%2C9-10H2%2C1-2H3,0.0,-0.953999996185303,10.0,16.0,2.92600011825562,2.33999991416931,15.0,0.0,55.6199989318848,36.0,8.0,0.910116016864777,0.0,0.0,4.0
InChI%3D1S%2FC12H27O4P%2Fc1-4-7-10-14-17%2813%2C15-11-8-5-2%2916-12-9-6-3%2Fh4-12H2%2C1-3H3,0.0,-1.63800001144409,12.0,17.0,3.35999989509583,2.23000001907349,16.0,1.0,60.3110008239746,44.0,5.0,2.68304395675659,0.0,0.0,4.0
InChI%3D1S%2FC10H14O%2Fc1-2-3-9-11-10-7-5-4-6-8-10%2Fh4-8H%2C2-3%2C9H2%2C1H3,0.0,0.289400011301041,4.0,5.0,2.61700010299683,2.45000004768372,11.0,0.0,48.3367004394531,25.0,7.0,0.0837523564696312,6.0,6.0,4.0
InChI%3D1S%2FC9H10Cl2N2O%2Fc1-13%282%299%2814%2912-6-3-4-7%2810%298%2811%295-6%2Fh3-5H%2C1-2H3%2C%28H%2C12%2C14%29,1.0,1.82410001754761,2.0,6.0,2.31599998474121,1.89999997615814,14.0,0.0,62.086799621582,24.0,10.0,3.32734084129333,6.0,6.0,0.0
InChI%3D1S%2FC8H11N%2Fc1-3-8-5-4-7%282%299-6-8%2Fh4-6H%2C3H2%2C1-2H3,0.0,-0.231600001454353,1.0,2.0,0.785000026226044,2.23000001907349,9.0,0.0,40.9931983947754,20.0,6.0,0.0536385588347912,6.0,6.0,2.0
InChI%3D1S%2FC4H8Cl2%2Fc5-3-1-2-4-6%2Fh1-4H2,0.0,0.935800015926361,3.0,6.0,2.45600008964539,1.67999994754791,5.0,0.0,26.4787998199463,14.0,0.0,0.875721633434296,0.0,0.0,4.0
InChI%3D1S%2FC8H16O%2Fc1-7%282%295-6-8%283%2C4%299-7%2Fh5-6H2%2C1-4H3,0.0,1.54530000686646,0.0,0.0,2.27999997138977,2.23000001907349,9.0,0.0,38.0587005615234,25.0,0.0,2.38795208930969,0.0,0.0,0.0
InChI%3D1S%2FC3H10N2%2Fc4-2-1-3-5%2Fh1-5H2,2.0,-1.76460003852844,2.0,5.0,-0.984000027179718,1.57000005245209,4.0,0.0,20.7801990509033,15.0,0.0,3.11381316184998,0.0,0.0,3.0
InChI%3D1S%2FC6H4N2O5%2Fc9-6-3-4%287%2810%2911%291-2-5%286%298%2812%2913%2Fh1-3%2C9H,1.0,-0.55349999666214,2.0,2.0,2.46499991416931,1.35000002384186,13.0,0.0,8.33619976043701,17.0,13.0,0.306362241506577,6.0,6.0,0.0
InChI%3D1S%2FC8H8O3%2Fc1-11-7-4-2-3-6%285-9%298%287%2910%2Fh2-5%2C10H%2C1H3,1.0,-0.0463000014424324,2.0,2.0,1.01800000667572,2.00999999046326,11.0,0.0,44.2785987854004,19.0,10.0,0.00214368989691138,6.0,6.0,0.0
InChI%3D1S%2FC12H23N%2Fc1-2-3-4-5-6-7-8-9-10-11-12-13%2Fh2-11H2%2C1H3,0.0,-2.47119998931885,9.0,13.0,5.40500020980835,2.67000007629395,12.0,1.0,42.8508987426758,36.0,1.0,6.10682964324951,0.0,0.0,12.0
InChI%3D1S%2FC6H5NO2%2Fc8-7%289%296-4-2-1-3-5-6%2Fh1-5H,0.0,-0.0465999990701675,1.0,3.0,2.89400005340576,1.78999996185303,9.0,0.0,2.88579988479614,14.0,9.0,0.00217155995778739,6.0,6.0,0.0
InChI%3D1S%2FC7H12O%2Fc1-5-7%284%2C8%296%282%293%2Fh1%2C6%2C8H%2C2-4H3,1.0,1.0320999622345,1.0,8.0,1.05999994277954,2.11999988555908,7.0,0.0,32.6320991516113,20.0,2.0,1.06523036956787,0.0,0.0,5.0
InChI%3D1S%2FC11H18N2O2S.Na%2Fc1-4-6-7%283%2911%285-2%298%2814%2912-10%2816%2913-9%2811%2915%3B%2Fh7H%2C4-6H2%2C1-3H3%2C%28H2%2C12%2C13%2C14%2C15%2C16%29%3B%2Fq%3B%2B1%2Fp-1,1.0,,4.0,5.0,2.61400008201599,2.00999999046326,16.0,0.0,,34.0,8.0,,0.0,0.0,5.0
InChI%3D1S%2FC11H9N%2Fc1-2-4-10%285-3-1%2911-6-8-12-9-7-11%2Fh1-9H,0.0,0.730799973011017,1.0,0.0,1.79499995708466,2.55999994277954,13.0,0.0,55.9019012451172,21.0,12.0,0.534068644046783,12.0,12.0,0.0
InChI%3D1S%2FC7H17N%2Fc1-2-3-4-5-6-7-8%2Fh2-8H2%2C1H3,1.0,-2.12700009346008,5.0,8.0,2.4909999370575,2.11999988555908,7.0,0.0,29.3910007476807,25.0,0.0,4.52412891387939,0.0,0.0,7.0
InChI%3D1S%2FC3H4Cl2%2Fc4-2-1-3-5%2Fh1-2H%2C3H2%2Fb2-1%2B,0.0,1.51820003986359,1.0,5.0,2.09899997711182,1.57000005245209,4.0,0.0,25.2765998840332,9.0,2.0,2.30493116378784,0.0,0.0,3.0
InChI%3D1S%2FC9H10O3%2Fc1-6%2810%298-4-3-7%2812-2%295-9%288%2911%2Fh3-5%2C11H%2C1-2H3,1.0,-0.107799999415874,2.0,2.0,1.19900000095367,2.11999988555908,12.0,0.0,48.7551002502441,22.0,10.0,0.0116208400577307,6.0,6.0,0.0
InChI%3D1S%2FC8H7BrO3%2Fc1-12-7-3-5%284-10%292-6%289%298%287%2911%2Fh2-4%2C11H%2C1H3,1.0,0.406399995088577,2.0,2.0,1.34200000762939,1.89999997615814,12.0,0.0,51.812801361084,19.0,10.0,0.165160953998566,6.0,6.0,0.0
InChI%3D1S%2FC13H10O3%2Fc14-12-9-5-4-8-11%2812%2913%2815%2916-10-6-2-1-3-7-10%2Fh1-9%2C14H,1.0,1.51020002365112,3.0,3.0,2.125,2.55999994277954,17.0,0.0,67.9163970947266,26.0,16.0,2.28070402145386,12.0,12.0,0.0
InChI%3D1S%2FC8H6O%2Fc1-2-4-8-7%283-1%295-6-9-8%2Fh1-6H,0.0,0.874100029468536,0.0,0.0,1.067999958992,2.23000001907349,10.0,0.0,39.8465003967285,17.0,7.0,0.764050781726837,6.0,6.0,0.0
InChI%3D1S%2FC7H9N%2Fc1-6-2-4-7%288%295-3-6%2Fh2-5H%2C8H2%2C1H3,1.0,0.65310001373291,0.0,0.0,0.926999986171722,2.11999988555908,8.0,0.0,38.7876014709473,17.0,7.0,0.426539599895477,6.0,6.0,0.0
InChI%3D1S%2FC8H8O4%2Fc1-12-8%2811%296-3-2-5%289%294-7%286%2910%2Fh2-4%2C9-10H%2C1H3,2.0,0.092799998819828,2.0,4.0,0.936999976634979,1.89999997615814,12.0,0.0,44.9351005554199,20.0,11.0,0.00861184019595385,6.0,6.0,0.0
InChI%3D1S%2FC12H17NO2%2Fc1-12%282%2C3%299-5-7-10%288-6-9%2915-11%2814%2913-4%2Fh5-8H%2C1-4H3%2C%28H%2C13%2C14%29,1.0,2.5524001121521,3.0,5.0,3.13299989700317,2.45000004768372,15.0,0.0,63.434398651123,32.0,10.0,6.51474571228027,6.0,6.0,0.0
InChI%3D1S%2FC8H9NO%2Fc1-6%2810%297-3-2-4-8%289%295-7%2Fh2-5H%2C9H2%2C1H3,1.0,-0.242799997329712,1.0,3.0,0.119000002741814,2.11999988555908,10.0,0.0,44.0559005737305,19.0,9.0,0.0589518398046494,6.0,6.0,2.0
InChI%3D1S%2FC9H11NO2%2Fc1-2-12-9%2811%297-3-5-8%2810%296-4-7%2Fh3-6H%2C2%2C10H2%2C1H3,1.0,0.272700011730194,3.0,5.0,0.601000010967255,2.11999988555908,12.0,0.0,49.567699432373,23.0,10.0,0.0743652880191803,6.0,6.0,2.0
InChI%3D1S%2FC7H4ClNO3%2Fc8-7-2-1-6%289%2811%2912%293-5%287%294-10%2Fh1-4H,0.0,0.505299985408783,2.0,2.0,2.4300000667572,1.67999994754791,12.0,0.0,14.7952995300293,16.0,11.0,0.255328088998795,6.0,6.0,0.0
InChI%3D1S%2FC7H6O2.Na%2Fc8-7%289%296-4-2-1-3-5-6%3B%2Fh1-5H%2C%28H%2C8%2C9%29%3B%2Fq%3B%2B1%2Fp-1,0.0,,1.0,3.0,2.18499994277954,1.89999997615814,9.0,0.0,,15.0,9.0,,6.0,6.0,0.0
InChI%3D1S%2FC4H11N%2Fc1-3-4%282%295%2Fh4H%2C3%2C5H2%2C1-2H3,1.0,-0.985700011253357,1.0,5.0,0.675000011920929,1.78999996185303,4.0,0.0,22.3290004730225,16.0,0.0,0.971604466438293,0.0,0.0,4.0
InChI%3D1S%2FC7H5NO3%2Fc9-5-6-3-1-2-4-7%286%298%2810%2911%2Fh1-5H,0.0,-0.238999992609024,2.0,2.0,2.54500007629395,1.78999996185303,11.0,0.0,9.17969989776611,16.0,11.0,0.0571210011839867,6.0,6.0,0.0
InChI%3D1S%2FC7H6Cl2%2Fc1-5-2-3-6%288%297%289%294-5%2Fh2-4H%2C1H3,0.0,2.58719992637634,0.0,0.0,2.36199998855591,2.00999999046326,9.0,0.0,44.6702003479004,15.0,6.0,6.69360399246216,6.0,6.0,0.0
InChI%3D1S%2FC8H5Cl3O%2Fc1-4%2812%295-2-3-6%289%298%2811%297%285%2910%2Fh2-3H%2C1H3,0.0,2.05999994277954,1.0,3.0,2.34200000762939,1.89999997615814,12.0,0.0,54.6547012329102,17.0,8.0,4.2435998916626,6.0,6.0,2.0
InChI%3D1S%2FC10H20O%2Fc1-3-4-5-6-7-8-9-10%282%2911%2Fh3-9H2%2C1-2H3,0.0,-1.89579999446869,7.0,11.0,3.85199999809265,2.45000004768372,10.0,0.0,38.6879005432129,31.0,1.0,3.59405755996704,0.0,0.0,10.0
InChI%3D1S%2FC7H7NO2%2Fc8-7%2810%295-3-1-2-4-6%285%299%2Fh1-4%2C9H%2C%28H2%2C8%2C10%29,3.0,0.563099980354309,1.0,3.0,1.31400001049042,1.89999997615814,10.0,0.0,39.8176002502441,17.0,10.0,0.317081600427628,6.0,6.0,0.0
InChI%3D1S%2FC3H4O%2Fc1-2-3-4%2Fh1%2C4H%2C3H2,1.0,0.316199988126755,0.0,4.0,-0.231000006198883,1.67999994754791,3.0,0.0,15.0410003662109,8.0,2.0,0.0999824404716492,0.0,0.0,3.0
InChI%3D1S%2FC9H10O3%2Fc1-2-12-9%2811%297-5-3-4-6-8%287%2910%2Fh3-6%2C10H%2C2H2%2C1H3,1.0,0.906300008296967,3.0,5.0,1.65199995040894,2.11999988555908,12.0,0.0,47.6234016418457,22.0,10.0,0.821379661560059,6.0,6.0,2.0
InChI%3D1S%2FC20H34O%2Fc1-7-19%285%2C21%2914-11-16-15%282%299-10-17-18%283%2C4%2912-8-13-20%2816%2C17%296%2Fh7%2C16-17%2C21H%2C1-2%2C8-14H2%2C3-6H3%2Ft16-%2C17%3F%2C19%2B%2C20%2B%2Fm0%2Fs1,1.0,2.50430011749268,4.0,7.0,7.24399995803833,3.54999995231628,22.0,1.0,89.8442993164062,55.0,2.0,6.27151870727539,0.0,0.0,5.0
InChI%3D1S%2FC9H14N.HI%2Fc1-10%282%2C3%299-7-5-4-6-8-9%3B%2Fh4-8H%2C1-3H3%3B1H%2Fq%2B1%3B%2Fp-1,0.0,,1.0,4.0,3.46499991416931,2.23000001907349,10.0,0.0,,25.0,7.0,,6.0,6.0,0.0
InChI%3D1S%2FC6H15N3%2Fc7-1-4-9-5-2-8-3-6-9%2Fh8H%2C1-7H2,2.0,-1.08749997615814,2.0,3.0,-1.30900001525879,1.78999996185303,9.0,0.0,38.6932983398438,24.0,0.0,1.18265628814697,0.0,0.0,2.0
InChI%3D1S%2FC4Cl6%2Fc5-1%283%287%298%292%286%294%289%2910,0.0,3.6340000629425,1.0,10.0,4.4520001411438,1.24000000953674,9.0,0.0,50.6963996887207,10.0,4.0,13.2059564590454,0.0,0.0,4.0
InChI%3D1S%2FC11H12O2%2Fc1-9%282%2911%2812%2913-8-10-6-4-3-5-7-10%2Fh3-7H%2C1%2C8H2%2C2H3,0.0,2.28220009803772,4.0,7.0,1.80599999427795,2.45000004768372,13.0,0.0,55.1688003540039,25.0,6.0,5.20843696594238,6.0,6.0,3.0
InChI%3D1S%2FC2H5ClO%2Fc3-1-2-4%2Fh4H%2C1-2H2,1.0,0.307200014591217,1.0,4.0,0.266000002622604,1.46000003814697,3.0,0.0,17.6046009063721,9.0,0.0,0.0943718403577805,0.0,0.0,2.0
InChI%3D1S%2FC6H6%2Fc1-2-4-6-5-3-1%2Fh1-6H,0.0,1.40339994430542,0.0,0.0,2.08200001716614,2.11999988555908,6.0,0.0,30.9557991027832,12.0,6.0,1.96953153610229,6.0,6.0,0.0
InChI%3D1S%2FC6H3Br3O%2Fc7-3-1-4%288%296%2810%295%289%292-3%2Fh1-2%2C10H,1.0,2.19840002059937,0.0,0.0,2.99399995803833,1.67999994754791,10.0,0.0,55.1638984680176,13.0,7.0,4.83296251296997,6.0,6.0,0.0
InChI%3D1S%2FC13H10O%2Fc14-13%2811-7-3-1-4-8-11%2912-9-5-2-6-10-12%2Fh1-10H,0.0,2.15179991722107,2.0,2.0,2.26600003242493,2.77999997138977,15.0,0.0,64.8173980712891,24.0,14.0,4.6302433013916,12.0,12.0,0.0
InChI%3D1S%2FC8H16O2%2Fc1-3-5-6-7-8%289%2910-4-2%2Fh3-7H2%2C1-2H3,0.0,-0.516300022602081,6.0,10.0,2.62400007247925,2.11999988555908,9.0,0.0,35.464900970459,26.0,3.0,0.266565680503845,0.0,0.0,6.0
InChI%3D1S%2FC8H18S%2Fc1-7%282%2C3%299-8%284%2C5%296%2Fh1-6H3,0.0,2.65779995918274,2.0,9.0,3.41100001335144,2.23000001907349,8.0,0.0,46.7944984436035,27.0,0.0,7.0639009475708,0.0,0.0,3.0
InChI%3D1S%2FC10H11NO4%2Fc1-14-9%2812%296-3-4-7%288%2811%295-6%2910%2813%2915-2%2Fh3-5H%2C11H2%2C1-2H3,1.0,-0.162100002169609,4.0,4.0,0.460999995470047,2.00999999046326,15.0,0.0,56.0421981811523,26.0,13.0,0.0262764096260071,6.0,6.0,0.0
InChI%3D1S%2FC6H12O2%2Fc1-2-3-4-5-6%287%298%2Fh2-5H2%2C1H3%2C%28H%2C7%2C8%29,1.0,-1.01769995689392,4.0,8.0,1.87999999523163,1.89999997615814,7.0,0.0,26.4020004272461,20.0,3.0,1.03571331501007,0.0,0.0,6.0
InChI%3D1S%2FC6H14O%2Fc1-4-6%283%2C7%295-2%2Fh7H%2C4-5H2%2C1-3H3,1.0,-0.779100000858307,2.0,7.0,1.51699995994568,2.00999999046326,6.0,0.0,28.2206993103027,21.0,0.0,0.606996834278107,0.0,0.0,5.0
InChI%3D1S%2FC6H14O%2Fc1-2-3-4-5-6-7%2Fh7H%2C2-6H2%2C1H3,1.0,-1.54939997196198,4.0,7.0,1.9889999628067,2.00999999046326,6.0,0.0,24.8218994140625,21.0,0.0,2.40064024925232,0.0,0.0,6.0
InChI%3D1S%2FC4H8O2%2Fc1-3-6-4%282%295%2Fh3H2%2C1-2H3,0.0,0.271499991416931,2.0,6.0,0.663999974727631,1.67999994754791,5.0,0.0,21.706600189209,14.0,3.0,0.0737122520804405,0.0,0.0,2.0
InChI%3D1S%2FC5H10O%2Fc1-4%282%295%283%296%2Fh4H%2C1-3H3,0.0,0.480399996042252,1.0,6.0,0.731000006198883,1.89999997615814,5.0,0.0,25.8570003509521,16.0,1.0,0.23078416287899,0.0,0.0,4.0
InChI%3D1S%2FC10H14N2.H2O4S%2Fc1-12-7-3-5-10%2812%299-4-2-6-11-8-9%3B1-5%282%2C3%294%2Fh2%2C4%2C6%2C8%2C10H%2C3%2C5%2C7H2%2C1H3%3B%28H2%2C1%2C2%2C3%2C4%29,2.0,-1.1570999622345,1.0,5.0,-0.279000014066696,1.78999996185303,17.0,0.0,35.7252006530762,33.0,6.0,1.33888041973114,6.0,6.0,0.0
InChI%3D1S%2FC8H7NO4%2Fc1-13-8%2810%296-2-4-7%285-3-6%299%2811%2912%2Fh2-5H%2C1H3,0.0,-0.0353999994695187,3.0,4.0,2.2409999370575,1.78999996185303,13.0,0.0,14.8741998672485,20.0,12.0,0.00125315994955599,6.0,6.0,0.0
InChI%3D1S%2FC8H18O%2Fc1-3-5-6-8%284-2%297-9%2Fh8-9H%2C3-7H2%2C1-2H3,1.0,-1.26059997081757,5.0,9.0,2.85500001907349,2.23000001907349,8.0,0.0,35.0635986328125,27.0,0.0,1.58911240100861,0.0,0.0,7.0
InChI%3D1S%2FC12H24O%2Fc1-3-4-5-6-7-8-9-10-11-12%282%2913%2Fh3-11H2%2C1-2H3,0.0,-2.47180008888245,9.0,13.0,4.98999977111816,2.67000007629395,12.0,0.0,44.511100769043,37.0,1.0,6.10979509353638,0.0,0.0,12.0
InChI%3D1S%2FC11H16O%2Fc1-4-11%282%2C3%299-5-7-10%2812%298-6-9%2Fh5-8%2C12H%2C4H2%2C1-3H3,1.0,1.86580002307892,2.0,5.0,3.28699994087219,2.55999994277954,12.0,0.0,55.3163986206055,28.0,7.0,3.48120975494385,6.0,6.0,4.0
InChI%3D1S%2FC9H9Cl%2Fc1-2-8-4-3-5-9%286-8%297-10%2Fh2-6H%2C1%2C7H2,0.0,2.47560000419617,2.0,2.0,2.72199988365173,2.33999991416931,10.0,0.0,48.9906005859375,19.0,8.0,6.12859535217285,6.0,6.0,2.0
InChI%3D1S%2FC7H3I2NO%2Fc8-5-1-4%283-10%292-6%289%297%285%2911%2Fh1-2%2C11H,1.0,1.24440002441406,0.0,2.0,2.42199993133545,1.78999996185303,11.0,0.0,62.1787986755371,14.0,9.0,1.54853141307831,6.0,6.0,0.0
InChI%3D1S%2FC7H5F4N%2Fc8-6-2-1-4%2812%293-5%286%297%289%2C10%2911%2Fh1-3H%2C12H2,1.0,1.01900005340576,1.0,3.0,1.32000005245209,1.67999994754791,12.0,0.0,39.847900390625,17.0,7.0,1.03836095333099,6.0,6.0,0.0
InChI%3D1S%2FC10H12N2O5%2Fc1-3-6%282%298-4-7%2811%2814%2915%295-9%2810%288%2913%2912%2816%2917%2Fh4-6%2C13H%2C3H2%2C1-2H3,1.0,1.97979998588562,4.0,4.0,4.05200004577637,1.78999996185303,17.0,0.0,91.2618026733398,29.0,13.0,3.9196081161499,6.0,6.0,4.0
InChI%3D1S%2FC10H12N2.ClH%2Fc1-2-4-9%285-3-1%298-10-11-6-7-12-10%3B%2Fh1-5H%2C6-8H2%2C%28H%2C11%2C12%29%3B1H,1.0,-0.642799973487854,2.0,0.0,3.64199995994568,2.23000001907349,13.0,0.0,22.4853992462158,26.0,6.0,0.413191825151443,6.0,6.0,0.0
InChI%3D1S%2FC2H8N2%2Fc3-1-2-4%2Fh1-4H2,2.0,-1.47660005092621,1.0,4.0,-1.34200000762939,1.46000003814697,3.0,0.0,17.8686008453369,12.0,0.0,2.18034744262695,0.0,0.0,2.0
InChI%3D1S%2FC15H12Cl4O2%2Fc1-15%282%2C7-3-9%2816%2913%2820%2910%2817%294-7%298-5-11%2818%2914%2821%2912%2819%296-8%2Fh3-6%2C20-21H%2C1-2H3,2.0,3.67840003967285,2.0,3.0,4.97800016403198,2.45000004768372,22.0,0.0,95.1718978881836,33.0,7.0,13.5306262969971,12.0,12.0,3.0
InChI%3D1S%2FC4H3BrS%2Fc5-4-1-2-6-3-4%2Fh1-3H,0.0,1.16419994831085,0.0,0.0,2.30599999427795,1.67999994754791,6.0,0.0,32.1264991760254,13.0,0.0,1.35536158084869,0.0,0.0,0.0
InChI%3D1S%2FC8H6ClN%2Fc1-6-3-2-4-8%289%297%286%295-10%2Fh2-4H%2C1H3,0.0,2.0576000213623,0.0,1.0,1.63699996471405,2.11999988555908,10.0,0.0,44.9324989318848,16.0,8.0,4.233717918396,6.0,6.0,0.0
InChI%3D1S%2FC2HCl3%2Fc3-1-2%284%295%2Fh1H,0.0,1.74279999732971,0.0,5.0,2.64199995994568,1.35000002384186,4.0,0.0,25.2621994018555,6.0,2.0,3.03735184669495,0.0,0.0,2.0
InChI%3D1S%2FC11H16N2O2%2Fc1-8-7-9%2815-11%2814%2912-2%295-6-10%288%2913%283%294%2Fh5-7H%2C1-4H3%2C%28H%2C12%2C14%29,1.0,1.40919995307922,3.0,5.0,1.86500000953674,2.23000001907349,15.0,0.0,63.4287986755371,31.0,11.0,1.98584461212158,6.0,6.0,0.0
InChI%3D1S%2FC9H11Cl3NO3PS%2Fc1-3-14-17%2818%2C15-4-2%2916-9-7%2811%295-6%2810%298%2812%2913-9%2Fh5H%2C3-4H2%2C1-2H3,0.0,3.70840001106262,6.0,9.0,4.17500019073486,1.46000003814697,18.0,0.0,79.4259033203125,29.0,11.0,13.7522306442261,6.0,6.0,2.0
